,name,address,budget,genre
27108,rekishi no ichibu レキシノイチブ,東京都目黒区自由が丘２-18－17,B005,G004
27109,LEGUME レギューム,東京都港区南麻布４-１２-６MANDビル１F,B005,G006
27110,れくら,東京都港区赤坂２‐１４‐３１金波ビルＢ１Ｆ,B004,G004
27111,REGGAE BAR BURIKI,東京都品川区中延６-4-2,B002,G002
27112,レコードバー バックナンバー,東京都千代田区神田小川町３-6-10MOビル１F,B003,G012
27113,レサシエル,東京都中央区銀座７-2-11　菊村ビル４F,B004,G012
27114,レザロム フレンチレストラン,東京都新宿区神楽坂３-1-17 ハイポイントビル1F,B006,G006
27115,Les enfants gates レザンファン ギャテ,東京都渋谷区猿楽町2-3,B006,G006
27116,Legends SPORTS BAR レジェンズ・スポーツバー,東京都港区六本木３-１６-３３青葉六本木ビル１Ｆ,B002,G012
27117,Legendary Hong Kong,東京都文京区湯島３-34-8 1F,B002,G007
27118,Legend L'amant,東京都港区麻布十番２-5-11 B1F,B005,G003
27119,レスアルカーナ 青山,東京都港区南青山４-21-26RUELLE青山B2F,B004,G006
27120,レスキャリエ 恵比寿,東京都渋谷区恵比寿南１‐１３‐１１ ヴェール２０１,B004,G006
27121,REST rest REST レストレストレスト,東京都豊島区巣鴨１－９－８　芳賀ビル１Ｆ,B002,G006
27122,レストラン間,東京都渋谷区恵比寿南２-25-3　EBISU HANA BLDG　１F,B004,G006
27123,レストラン アサクラ 新橋,東京都港区新橋２－８－１４,B004,G002
27124,レストラン アピシウス,東京都千代田区有楽町１－９－４　蚕糸会館地下BF１,B006,G006
27125,レストラン アラジン,東京都渋谷区広尾５-14-14 第二大澤ビル1F,B003,G009
27126,レストラン アロム,東京都品川区北品川５-６-１　大崎ブライトタワ-１F,B005,G006
27127,Restaurant&Bar es,東京都世田谷区北沢２-10-18　藤和下北沢ハイタウンＢ棟２Ｆ,B002,G001
27128,Restaurant Entoutcas,東京都武蔵野市中町１-10-1 国島ビル 1F,B004,G006
27129,レストラン1899 御茶ノ水 RESTAURANT 1899 OCHANOMIZU,東京都千代田区神田駿河台３‐４　ホテル龍名館お茶の水　１Ｆ,B003,G014
27130,レストラン ヴァンセット 27,東京都立川市柴崎町３‐５‐２　むつ花ビル２Ｆ,B005,G006
27131,レストラン エクロール,東京都中央区築地３－１２－１２　ＪＫプラザ１Ｆ,B005,G006
27132,レストラン ausu オースー,東京都渋谷区千駄ヶ谷４－２０－２　１F,B003,G006
27133,レストラン オーボンコワン,東京都豊島区雑司が谷２-３－１７　ビューロ目白台１F,B004,G006
27134,シャルル Sharuru 南大沢店,東京都八王子市南大沢２‐2　パオレビル4F,B003,G006
27135,レストラン赤坂クーポール 島根イン青山店,東京都港区南青山７－１－５　島根イン青山１Ｆ,B001,G005
27136,レストラン ケルン 虎ノ門,東京都港区虎ノ門１－１－２８　東洋プロパティ虎ノ門ビルＢ１Ｆ,B003,G006
27137,レストラン コーダリー,東京都台東区池之端１-6-19高瀬ビル1F,B005,G006
27138,レストラン サカキ Restaurant SAKAKI,東京都中央区京橋２‐１２‐１２　サカキビル１Ｆ,B004,G006
27139,Restaurant THE MOON,東京都港区六本木６-１０-１　六本木ヒルズ森タワー５２Ｆ,B005,G006
27140,レストラン サン パウ,東京都千代田区平河町２－１６－１５　ザ・キタノホテル東京２Ｆ,B013,G010
27141,レストラン シーガル,東京都江東区青海２-4-13,B003,G002
27142,レストラン スカイ Restaurant SKY,東京都中央区銀座８－１３－１　三井ガーデンホテル銀座１６F,B006,G006
27143,レストラン セレニータ,東京都港区南麻布３-１-２３,B004,G006
27144,レストラン せんごく 春日本店,東京都文京区本郷４‐25－8,B001,G005
27145,レストラン せんごく 本郷店,東京都文京区本郷４-2-1 芙蓉同ビル２F,B001,G005
27146,レストラン チャオ,東京都新宿区西新宿８‐１‐３　ホテルローズガーデン新宿２Ｆ,B003,G006
27147,Retaurant Nico レストラン ニコ,東京都目黒区五本木１－９－２,B008,G006
27148,Restaurant Bar BORNE レストラン バー ボルネ 渋谷,東京都渋谷区円山町‐５‐４　フィールＡ渋谷１０１,B003,G006
27149,レストラン はやしや,東京都新宿区新宿３丁目２２－１２　新宿サンパークビル本館　５階,B001,G005
27150,レストラン バンボリーナ,東京都中央区日本橋兜町９－２,B002,G005
27151,レストラン ピラミッド,東京都中央区築地２-12-16　イースト銀座ビルＢ１Ｆ,B002,G010
27152,Restaurant Pour Toi プールトワ,東京都港区赤坂６－３－１６　赤坂瀬戸ビルB１F,B004,G006
27153,レストラン 芙蓉 Fuyo,東京都千代田区大手町１－４－１　ＫＫＲホテル東京１２Ｆ,B004,G006
27154,レストラン ポルポ,東京都江戸川区西小岩１－２１－１６,B003,G010
27155,レストラン ボンジョリーナ 池ノ上,東京都世田谷区代沢２-36-29,B003,G006
27156,レストラン ボンジョリーナ 高円寺,東京都杉並区高円寺北３－２２－８　２F,B002,G006
27157,レストラン ボンジョリーナ 三鷹台,東京都三鷹市牟礼２-14-25　サミットストア三鷹台団地店１F,B003,G006
27158,マルシャン Marusyan,東京都千代田区神田須田町１－１７　加藤ビル１Ｆ,B008,G006
27159,レストラン マルヤマ,東京都港区芝３-29-7　森岡ビル1Ｆ,B008,G006
27160,レストラン ミモザ,東京都葛飾区金町２-6-1,B003,G006
27161,レストラン YAMAGATA,東京都中央区銀座８-5-1　プラザG8ビル　２F,B008,G005
27162,レストラン ラ・パレット,東京都港区麻布十番２-13-2 クリスティーフジ1F,B004,G006
27163,ラ・ベランダ アパホテル&リゾート両国駅タワー,東京都墨田区横網１丁目11-10-4F,B008,G006
27164,レストラン ラ セゾン La Saison,東京都文京区白山５-21-8プリウス白山1F,B005,G006
27165,ラ ネージュ La Neige,東京都千代田区一番町４－６　一番町中央ビル１０２,B004,G006
27166,レストラン ラウンジ アンクルハット,東京都港区南青山５－６－２３スパイラル８Ｆ,B004,G006
27167,レストラン ラグー,東京都中央区日本橋蛎殻町２-１６-９,B002,G005
27168,レストラン ラタン,東京都千代田区神田錦町３－２８　学士会館1階,B004,G006
27169,レストラン ラフィーユ,東京都世田谷区奥沢２-６-９,B004,G006
27170,レストラン 龍苑,東京都足立区千住１-２１-７　龍ビル２F,B003,G007
27171,レストラン ル・ヴェルデュリエ,東京都渋谷区千駄ヶ谷４-19-12 モンパルテ北参道B1F,B005,G005
27172,レストラン ピガール,東京都江東区亀戸６-32-1 ホテルマイステイズ亀戸1F,B001,G006
27173,Restaurant Re:,東京都目黒区中目黒１－10－23　リバーサイドテラス103,B005,G006
27174,レストラン アイリス,東京都千代田区平河町２丁目4番1号  都市センターホテル,,G005
27175,レストラン赤坂クーポール 千歳船橋店,東京都世田谷区船橋７-9-1,B011,G005
27176,レストラン アシエット フランス料理,東京都世田谷区成城６-10-3,B006,G006
27177,レストラン あづま 銀座店,東京都中央区銀座６-7-6 西六ビル１F,B003,G005
27178,レストラン アミーゴ,東京都港区赤坂２-13-17 シントミ赤坂第2ビル２Ｆ,B002,G010
27179,レストラン アラスカ 日比谷 日本プレスセンター店,東京都千代田区内幸町２-2-1　日本プレスセンタービル10F,B005,G005
27180,神楽坂 ノーマル NORMAL,東京都新宿区神楽坂３-２-４０  　co&coビル3F,B008,G002
27181,RESTAURANT&BAR FUGA,東京都港区赤坂２－２０－１９　赤坂菅井ビル1F-B,B008,G006
27182,コーンバレー 渋谷 Corn Barley Shibuya,東京都渋谷区道玄坂１－３－６　香山ビル３～４F,B002,G001
27183,レストラン&バー FINE,東京都八王子市北野町５４６－１０,B002,G002
27184,恵比寿 メデューサ MEDUSA,東京都渋谷区恵比寿１－８－１２ＥＢＩＳＵ Ｑ ＰＬＡＺＡ　Ｂ１Ｆ,B004,G002
27185,レストラン ヴィラ デ マリアージュ 多摩,東京都八王子市別所１-119,B005,G006
27186,Restaurant Air レストラン エール,東京都中央区銀座５-7-10 EXIT MELSA 8F,B005,G006
27187,レストランオーヴ,東京都港区赤坂４－1－26 国際医療福祉大学　赤坂キャンパス内,,G005
27188,レストラン オアシス,東京都立川市錦町１-10-26 6F,B003,G005
27189,レストラン 大宮,東京都千代田区丸の内１－５－１　新丸の内ビルディング５Ｆ,B003,G005
27190,レストランオカダ,東京都渋谷区広尾５-17-11　アーパス広尾1F,B005,G006
27191,カーティスレイク,神奈川県川崎市麻生区王禅寺１２２７－２,B001,G014
27192,レストラン桂,東京都中央区日本橋室町１-13-7,B002,G005
27193,レストラン カナル RESTAURANT CANARD 新宿,東京都新宿区新宿５‐１７‐６　三光町ハイムＢ１Ｆ,B008,G006
27194,レストラン神谷,東京都多摩市関戸４-5-4,B003,G005
27195,レストランキノシタ,東京都渋谷区代々木３-37-1エステートビル1F,B004,G006
27196,下町の味 レストランQ,東京都台東区根岸３-6-3 エビハラビル2F,B001,G005
27197,Restaurant Cuisine SANNO レストラン キュイジーヌ サンノウ,東京都大田区山王２‐５‐９,B003,G002
27198,レストラン赤坂クーポール 大蔵店,東京都世田谷区大蔵４-7-1  大蔵第2運動場本館1階,B011,G005
27199,Restaurant COZY,東京都調布市仙川町１-8-8,B008,G006
27200,レストランコバヤシ,東京都江戸川区平井５-9-4,B005,G006
27201,レストラン サンガーデン,東京都八王子市大和田町６－１－６,,G005
27202,レストラン 三州家,東京都墨田区本所４-17-3 ,B002,G004
27203,レストラン ジャパン,東京都中央区東日本橋２-18-11,B002,G001
27204,Restaurant Charme レストラン シャルム,東京都渋谷区代々木１－４５－６　豊田ビル１階,B005,G006
27205,じゅらく 上野駅前店,東京都台東区上野６‐１１‐１１,B001,G003
27206,レストラン ストックホルム 赤坂,東京都千代田区永田町２－１４－３　東急プラザ赤坂１Ｆ,B004,G010
27207,レストランセロリ,東京都台東区竜泉１-9-6,B002,G006
27208,レストラン せんごく 新板橋店,東京都板橋区板橋３-27-9,B001,G005
27209,レストラン セントロ フォレスト イン 昭和館,東京都昭島市拝島町4017-3フォレスト・イン昭和館１F,B004,G005
27210,レストラン テルミニ,東京都八王子市みなみ野３－１５－９,B001,G006
27211,Restaurant&Bar es 浜松町 大門店,東京都港区浜松町１－２２－９　阿武ビル２F,B003,G001
27212,レストラン梅林,東京都町田市本町田９９８－６,B001,G005
27213,ハシュハシュ HUSH HUSH 渋谷東急REIホテル,東京都渋谷区渋谷1-24-10,B003,G002
27214,レストランパフューム,東京都品川区東五反田４-7-29 NK五反田ビル1F,B005,G006
27215,レストラン bee,東京都青梅市東青梅１-８-６　亀井ビル２F,B001,G001
27216,レストランピジョン,東京都渋谷区上原３－１－３　タカタビル１Ｆ,B005,G006
27217,レストラン ひまわり お花茶屋店,東京都葛飾区お花茶屋１-12-10,B001,G009
27218,レストランひらまつ レゼルヴ,東京都港区西麻布４-３-７,B006,G006
27219,レストラン富士,東京都町田市玉川学園２－１１－２２,B008,G006
27220,レストラン Berry Belly ベリーベリー,東京都豊島区南大塚２-13-7,B008,G005
27221,レストランベルテンポ,東京都江東区南砂2-3-1-126,B002,G006
27222,Restaurant mari,東京都千代田区神田淡路町２-21-17  dear淡路町1F,B001,G005
27223,Restaurant Minet. レストラン ミネ,東京都港区白金３－９－８ スカーラ白金シティプラザB1,B005,G006
27224,レストランMOMO,東京都文京区根津２-１５-１５,B004,G006
27225,レストラン 山中亭 八王子,東京都八王子市椚田町１１５－１,B001,G005
27226,レストランヨネザワ,東京都立川市柏町４－６１－９,B002,G006
27227,Restaurant Ryuzu レストラン リューズ,東京都港区六本木４-2-35 アーバンスタイル六本木B1F,B012,G006
27228,レストラン Ryu リュウ,東京都文京区千駄木３-37-17,B002,G005
27229,レストランルーク ウィズ スカイラウンジ RESTAURANT LUKE with SKY LOUNGE,東京都中央区明石町８－１　聖路加ガーデン４７Ｆ,B005,G006
27230,レストラン レジーナ REGINA 錦糸町,東京都墨田区江東橋４－２５－５　SUZUKI building７Ｆ,B008,G006
27231,レストラン REGINA ハートンホテル東品川,東京都品川区東品川４-13-27 ,B003,G006
27232,レストランレジェ,東京都八王子市兵衛１－２５－５,B005,G006
27233,L'ESSOR,東京都港区六本木７-3-25 エグゼクティブアパートメント1F,B006,G006
27234,レゾナンス 丸の内,東京都千代田区丸の内２－７－３　 東京ビルTOKIA　 ２Ｆ,B004,G006
27235,レタしゃぶダイニングJr. 新宿伊勢丹前店,東京都新宿区新宿３-4-8 京王フレンテ新宿3丁目5F,B001,G004
27236,REGGINA,東京都中央区日本橋茅場町２-16-12　トータスビルB1F,B002,G006
27237,REGGIANO,東京都渋谷区恵比寿１－２２－１９　プライムメゾン１Ｆ,B008,G006
27238,RED WOOD CAFE レッドウッドカフェ,東京都江東区住吉２-27-10 1F,B002,G001
27239,RED OWL,東京都江東区亀戸６-12-7第2伸光マンション102,B002,G002
27240,RED CIRCLE レッドサークル,東京都千代田区内幸町１-7-1 G29,B002,G002
27241,Red Shoes レッドシューズ,東京都練馬区練馬１‐３４‐１４　山章興産ビル２Ｆ,B002,G002
27242,REDSTRING,東京都中央区勝どき１－８－１　２１１ａ,,G004
27243,レッドペッパー 恵比寿,東京都渋谷区恵比寿１－１２－５　安島ビル１Ｆ,B008,G006
27244,レッドロブスター アクアシティお台場店,東京都港区台場１－７－１　アクアシティお台場Ｒ６０４　（６Ｆ）,B003,G005
27245,レッドロブスター 上池台店,東京都大田区上池台４-21-10,B003,G005
27246,レッドロブスター 上板橋店,東京都板橋区桜川３-20-5,B003,G005
27247,レッドロブスター 北小岩店,東京都江戸川区北小岩１-1-3,B003,G005
27248,レッドロブスター 多摩境店,東京都町田市小山ヶ丘２-3-7,B003,G005
27249,レッドロブスター 練馬関町店,東京都練馬区関町南１-4-6,B003,G005
27250,レッドロブスター 武蔵野関前店,東京都武蔵野市関前５-7-7,B003,G005
27251,Les des,東京都港区西麻布３-23-13 マルコポーロ2F,B005,G006
27252,LAITIER レティエ,東京都渋谷区千駄ヶ谷１-22-7 1F,B001,G014
27253,レディバード Ladybird 銀座,東京都中央区銀座５-4-15西五ビル6F,B008,G012
27254,レピドール Lepi Dor,東京都大田区田園調布３-24-14,B001,G014
27255,Les pif et dodine,東京都港区浜松町１-23-6,B004,G006
27256,LE FRECCE enoteca e cucina,東京都目黒区自由が丘２-14-9　The Gold Coast自由ヶ丘1階,B005,G006
27257,LEVEL 21,東京都千代田区大手町２-2-2　アーバンネット大手町ビル21F ,B005,G011
27258,LEVEL XXI東京會舘 中国上海料理 東苑,東京都千代田区大手町２‐２‐２アーバンネット大手町ビル２１Ｆ,B005,G007
27259,ベラージュ BEL・AGE LEVEL XXI 東京會舘,東京都千代田区大手町２‐２‐２アーバンネット大手町ビル２１Ｆ,B005,G006
27260,REVO五反田,東京都品川区東五反田１－８－１１　シルバープラザ五反田B1F,B004,G005
27261,レ・ミレジム,東京都町田市玉川学園２－８－２６ (3F),B005,G003
27262,Remington レミントン,東京都国分寺市南町３-15-3,B001,G012
27263,レモネード バイ レモニカ 渋谷フクラス店,東京都渋谷区道玄坂１-2-2 渋谷フクラス 1F,B011,G014
27264,レモホル酒場 渋谷 東急ハンズ前店,東京都渋谷区宇田川町36-3,B002,G008
27265,レモホル酒場 大門店,東京都港区浜松町２-１-２０　B１,B002,G008
27266,上海レストラン 檸檬 霞ダイニング,東京都千代田区霞が関３－２－５　霞が関ビル１階　霞ダイニング,B003,G007
27267,レモンサワー Kushi Lemon,東京都港区新橋３-19-2昌ビル2階～4階,B002,G001
27268,にっぽん市 池袋西口店,東京都豊島区西池袋１-38-1 池袋YSステージ8F,B003,G001
27269,檸檬屋,東京都港区新橋３－２－２第一一美ビル地下１Ｆ,B002,G016
27270,れもん屋,東京都豊島区高田３‐１１‐１８　ＴＴＡビル２Ｆ,B001,G016
27271,レ・リース Les Lis,東京都世田谷区赤堤３‐３‐１１,B008,G006
27272,レ ロジェ ビストロ ド ロア LES ROSIER BISTROT DE L'OIE,東京都中央区京橋3-1-1東京スクエアガーデン１F,B008,G006
27273,煉 神田店,東京都千代田区神田須田町２－13－10 アーバイル神田イースト１階,B008,G001
27274,恋愛酒場 メイ子 渋谷店,東京都渋谷区渋谷２-22-16　渋谷TRビル1F,B003,G001
27275,恋愛術師,東京都新宿区百人町２－３－２３　５F,B003,G014
27276,連家 れんか 池袋 東口店,東京都豊島区南池袋３-13-15　東伸ビルＢ１（東通り）,B002,G001
27277,レンガ坂スペインバル siono,東京都中野区中野３-36-3,B003,G002
27278,RENGA 代官山 Cafe&Bar&Stay,東京都渋谷区代官山町9-3 ,B011,G012
27279,煉瓦亭 新富本店,東京都中央区新富１‐５‐５‐１０４,B001,G005
27280,れんげ食堂,東京都渋谷区幡ヶ谷２-52-3,B001,G007
27281,蓮根 福生店,東京都福生市本町９１,B003,G001
27282,連勝牛 一頭や,東京都練馬区旭丘１‐77‐3　竹島ビル2F,B002,G008
27283,レンタルスペース&カフェ なごむ,東京都台東区寿２-10-11仙石ビル3階,,G014
27284,レンテッツァ LENTEZZA 田町,東京都港区芝５－１５－７,B003,G006
27285,れんや 四ツ谷店,東京都新宿区四谷１-７-１５　山田ビルB1F,B003,G001
27286,RoiKhon,東京都港区浜松町１-29-6 セントラルビル　Ｂ１Ｆ,B002,G009
27287,ローカルインディア Local india 恵比寿,東京都渋谷区恵比寿南１－２３－８　アメリカンブリッジビル２Ｆ,B002,G009
27288,ローカルインディア 仙川店,東京都調布市仙川町１-50-2 ブロードスクエア仙川1F,B002,G009
27289,ローカルインディア 京王聖蹟桜ヶ丘店,東京都多摩市関戸１－１０－１　京王聖蹟桜ヶ丘ＳＣ　Ｂ館８Ｆ,B001,G009
27290,ローカルインディア 調布パルコ店,東京都調布市小島町１－３８－１　調布パルコ７Ｆ,B001,G009
27291,ローカルインディア 八王子オクトーレ店,東京都八王子市旭町9-1八王子スクエアビル,B001,G009
27292,ローカルインディア ひばりが丘パルコ店,東京都西東京市ひばりが丘１－１－１　ひばりが丘パルコ５Ｆ,B001,G009
27293,ローカルインディア 町田東急ツインズ店,東京都町田市原町田６－４－１　町田東急ツインズイースト８Ｆ,B001,G009
27294,LOCAL ステーキハウス ワタナベ,東京都足立区竹の塚５‐１‐３　第二國井ビル１Ｆ,B001,G005
27295,LOCAL DINING KOU,東京都新宿区北新宿３丁目１－６　アンリシール・クラ　,B002,G002
27296,Rogue Hill ローグヒル,東京都中央区日本橋本町４-5-1,B008,G002
27297,ROSE,東京都新宿区歌舞伎町１－２－７ダイカンプラザ星座館B1　B02-2号,B005,G012
27298,M-1 渋谷店,東京都渋谷区宇田川町30-5　渋谷ＪＯＷビル４階,B002,G001
27299,ローストビーフ酒場 HOSEY×HOSEY,東京都大田区蒲田５－１９－１５　蒲田東口中央ビル２F,B003,G002
27300,チーズ f エフ 渋谷店,東京都渋谷区道玄坂２-6-17 TOHOシネマズ渋谷B1F,B002,G006
27301,ダイニングバー ウォルトンズ Walton's 神田店,東京都千代田区神田鍛冶町３-7-6 美濃松ビルB1,B002,G001
27302,ROSE BLUE,東京都渋谷区恵比寿南１-4-9,B008,G006
27303,Rosemary's Tokyo ローズマリーズトウキョウ,東京都渋谷区千駄ヶ谷５‐２４‐５５,B008,G006
27304,ロータス・バー 新小岩 ,東京都葛飾区新小岩１-24-8　第５ウエダビル　B1,B002,G012
27305,ロータスラウンジ Lotus Lounge 青山,東京都港区北青山２-7-19コヤノビル2Ｆ,B003,G001
27306,ロータスラウンジ Lotus Lounge 新宿,東京都新宿区新宿３-31-1大伸第2ビル4Ｆ,B002,G002
27307,ローヤルセカンド 浅草,東京都台東区浅草２-4-4,B003,G001
27308,ローラズ カップケーキ東京 原宿本店,東京都渋谷区神宮前１-10-37カスケード原宿2F,B011,G014
27309,LORE,東京都港区六本木７-19-１‐102,B006,G006
27310,ローレライ 銀座,東京都中央区銀座５－１－１６　B１F,B008,G010
27311,櫓庵治 銀座店,東京都中央区銀座２-5-19　PUZZLE銀座７F,B005,G004
27312,ROYAL Mirai Dining 浅草リッチモンドホテル店,東京都台東区浅草２-7-10 リッチモンドホテル店1F,,G014
27313,Royal Indian Restauant wine&Bar KOHINOOR コヒノール,東京都千代田区丸の内１-11-1 PCP B1,B001,G010
27314,ロイヤルクリスタルカフェ 銀座店,東京都中央区銀座５-4-6 B1,B003,G014
27315,ロイヤルクリスタルカフェ 自由が丘店,東京都目黒区自由が丘２-16-3,B003,G014
27316,ロイヤルココナッツガーデン,東京都千代田区永田町2-11-1 山王パークタワーB1,B002,G001
27317,ロイヤルスコッツマン,東京都新宿区神楽坂３-6-28 土屋ビル1F,B002,G002
27318,楼 蘭州拉麺,東京都新宿区高田馬場１‐26‐5　B1F,B002,G007
27319,六本木 樓外樓飯店 新宿小田急ハルク店,東京都新宿区西新宿１－５－１　小田急ハルク８Ｆ,B004,G007
27320,老胡記 新大久保店,東京都新宿区百人町１－１０－１２－Ｂ１,B011,G007
27321,老胡記 竹ノ塚店,東京都足立区竹の塚2-29-13　TTSビル1F,B002,G007
27322,老酒舗,東京都台東区上野５-10-12,B002,G007
27323,楼上 重慶火鍋,東京都江戸川区西葛西５-5-17 6F,B002,G007
27324,樓上重慶火鍋 小岩店,東京都江戸川区西小岩１-27-6 YOSHIBLD102,B003,G007
27325,老夫子 焼き小籠包水煎包専門店,東京都文京区湯島３-41-3,B002,G007
27326,Lowp kitchen ロウプキッチン 市ヶ谷,東京都新宿区市谷左内町5　lowp　haus　B1F～１F,B008,G002
27327,老北京 蝎子王 シャシオウ,東京都新宿区大久保１－９－１７　寿ビルB1,B001,G008
27328,老北京 羊蝎子,東京都新宿区西早稲田２-11-13　第一山武ビル2F,B002,G007
27329,老辺餃子舘 新宿別館,東京都新宿区新宿４－１－９　ユースビル　４F,B003,G007
27330,老辺餃子舘 新宿本店,東京都新宿区西新宿１-18-1 小川ビル3F,B003,G007
27331,浪曼房,東京都新宿区新宿３-35-3 君嶋ビルB1,B008,G001
27332,LOW LIFE TOKYO-ROCK,東京都新宿区舟町１５　荒川ビル１０１,B001,G012
27333,魯園菜館 喜多見 北口店,東京都世田谷区喜多見９-8-8,B002,G007
27334,LOKAHI,東京都豊島区北大塚２丁目8－８,B011,G013
27335,ロカンダエッフェク LOCANDA F.Q.,東京都渋谷区神宮前５－１０－１０,B004,G006
27336,六月居,東京都板橋区蓮根３-9-7 2番館,B009,G014
27337,六左衛門,東京都国分寺市並木町２-5-2,B002,G004
27338,63カフェ,東京都港区六本木３-13-14 ゴトウビルディング3rd 1f,B004,G002
27339,ろくざん亭,東京都八王子市高尾町２００２,B004,G004
27340,六丁目蟹みつ,東京都中央区銀座６丁目９－３　銀座ＡＫビル３Ｆ,B012,G004
27341,六人衆,東京都江戸川区西小岩１-１９-３６,B002,G001
27342,六の、、、Roku no TaRazu,東京都墨田区錦糸４-6-7 万正オンダビル2F,B004,G003
27343,六波羅,東京都港区赤坂４丁目２－２ 赤坂鳳月堂本店ビル B1F,B004,G001
27344,ろくもんや 本店,東京都新宿区新宿３－３５－１３　裕永ビルＢ１,B002,G016
27345,六六 居酒屋,東京都港区新橋２-16-1 ニュー新橋ビルB1F 53号,B002,G007
27346,66 カフェ 西新宿店,東京都新宿区西新宿６－４－１　新宿アイランドアトリウムＢ１Ｆ,B010,G005
27347,66 カフェ 飯田橋店,東京都新宿区神楽河岸1-1  セントラルプラザRAMUL1F,B010,G014
27348,66 キッチン 大森店,東京都品川区南大井６-26-2大森ベルポートＣ館 2F,B011,G005
27349,66 ダイニング DINING 六本木六丁目食堂 池袋東武スパイス,東京都豊島区西池袋１－１－２５　東武百貨店１２Ｆ,B002,G005
27350,66 ダイニング 浅草店,東京都台東区花川戸１-4-1  浅草EKIMISE７F,B011,G005
27351,ロクロナン,東京都世田谷区奥沢５-38-8,B004,G006
27352,ロケットカフェ ROCKET CAFE,東京都豊島区目白２-16-20大黒ビル2A,B003,G002
27353,Rocket Queen Diner,東京都杉並区高円寺南３丁目２１ー１９,B003,G002
27354,ロケット商会,東京都渋谷区渋谷２-10-2,B002,G001
27355,ロコバー LOCO BAR,東京都墨田区太平３－８－２　ＡＴビル２Ｆ,B002,G002
27356,ロサンジェルス バルコニー テラスレストラン&ムーンバー Los Angeles balcony Terrace Restaurant&Moon Bar,東京都港区港南１-2-70　品川シーズンテラス 2F,B004,G002
27357,ろしあ亭 神保町,東京都千代田区神田神保町１-13,B003,G010
27358,ロシア料理 イクラバル 用賀,東京都世田谷区用賀３-14-9,B008,G006
27359,スカズカ,東京都墨田区江東橋４-19-12 2階,B002,G010
27360,ロシアレストラン ペーチカ,東京都府中市府中町２丁目６番地１号プラウド府中セントラル２F,B008,G010
27361,ロゴスキー ROGOVSKI 銀座,東京都中央区銀座５-7-10 イグジットメルサビル7F,B008,G010
27362,品川 路地裏,東京都港区港南２‐２‐４ ,B002,G001
27363,ロジウラ,東京都江東区東陽３-3-7,B008,G006
27364,路地裏居酒屋 江戸村 大塚店,東京都豊島区北大塚２－15－5　ナカムラビル1F,B003,G001
27365,Rojiura Curry SAMURAI. 八王子店,東京都八王子市明神町２-27-1,B011,G014
27366,路地裏酒場 和楽,東京都江戸川区平井３丁目25-2 トウヤマビル1F,B003,G001
27367,路地裏もんじゃ もん吉,東京都中央区月島３-8-10,B003,G016
27368,ロジェ カフェ loger cafe,東京都渋谷区恵比寿１-7-3 第1協栄ビル2F,B002,G014
27369,ロジスパイス&アンダーバー roji spice&_,東京都中野区中野３-35-1,B003,G002
27370,ロジヒビ,東京都品川区小山６-2-2 2F,B002,G012
27371,ロジャーズキッチン,東京都板橋区蓮根１丁目１２ー１２山下ビル1階,B003,G009
27372,ロスカボス LOSCABOS 池袋西口店,東京都豊島区池袋２‐４０‐１パセラリゾーツＢ１Ｆ,B003,G011
27373,ロゼッタ 神楽坂,東京都新宿区神楽坂３－２－４　クレール神楽坂　B１,B003,G012
27374,ロゼット ROSETTE センチュリーコート 丸の内,東京都千代田区丸の内２－１－１　丸の内 明治生命館　Ｂ１Ｆ,B006,G006
27375,ROSETIQUE CAFE by Miwako,東京都世田谷区等々力８丁目１２-３　１Ｆ,B010,G014
27376,炉暖,東京都町田市原町田６－２０－１０　中野屋ビル２階,B004,G004
27377,六歌仙 新宿,東京都新宿区西新宿１－３－１　サンフラワービル６Ｆ・７Ｆ,B005,G008
27378,ロッキーカナイ 田町店,東京都港区芝浦３-6-1 ふじやびる,B003,G001
27379,ロッキーカナイ 有楽町,東京都千代田区有楽町１-7-1　有楽町電気ビルディングＢ1,B002,G001
27380,ロッキートップ Rocky Top,東京都中央区銀座７-8-19　東京ビル3F,B008,G001
27381,ロッキー馬力屋,東京都渋谷区道玄坂１-15-3-103,B004,G002
27382,六九,東京都港区赤坂２‐１３‐８赤坂ロイヤルプラザ２０６,B008,G001
27383,カラオケ ロック 池上,東京都大田区池上３‐３１‐１０,B001,G011
27384,ロックオン LOCKON 井荻,東京都杉並区井草３‐３‐１０　友菊ビル１Ｆ,B003,G012
27385,Rock Bar VOX,東京都中央区銀座８-7-10第一常磐ビルB2,B004,G012
27386,ROCKBAR 7thchord セブンスコード,東京都足立区千住旭町41-8,B003,G002
27387,南青山 レッド シューズ Rock Bar REDSHOES,東京都港区南青山６-7-14 チガー南青山B1,B008,G002
27388,池袋 Oasis,東京都豊島区東池袋１‐３８‐４‐Ｂ１Ｆ,B002,G012
27389,ROCK'N KITCHEN あいたい屋,東京都小金井市本町２-9-11,B002,G002
27390,ろっくんきっちんJanis,東京都新宿区歌舞伎町１-4-12 ナカヨシビル2F,B003,G002
27391,六甲亭,東京都大田区西蒲田７－７－１,B002,G016
27392,GYOZA ROCCOMAN 渋谷道玄坂店,東京都渋谷区道玄坂２-15-1 ノア道玄坂2F,B002,G002
27393,六献 品川港南口,東京都港区港南１-８-２７　日新ビルＢ１Ｆ,B004,G004
27394,ロッシ Rossi,東京都千代田区六番町1-2,B005,G006
